fall_of_washington_desc;Washington fell, and so will the rest of the United States of America soon.;;;;;;;;;;;;;x;
fall_of_leningrad_title;The fall of Leningrad;;;;;;;;;;;;;x;
fall_of_leningrad_desc;Leningrad has fallen.;;;;;;;;;;;;;x;
fall_of_stalingrad_title;The fall of Stalingrad;;;;;;;;;;;;;x;
fall_of_stalingrad_desc;Stalingrad has fallen.;;;;;;;;;;;;;x;
fall_of_port_said_title;The fall of Port Said;;;;;;;;;;;;;x;
fall_of_port_said_desc;Port Said has fallen.;;;;;;;;;;;;;x;
fall_of_gibraltar_title;The fall of Gibraltar;;;;;;;;;;;;;x;
fall_of_gibraltar_desc;Gibraltar has fallen.;;;;;;;;;;;;;x;
fall_of_singapore_title;The fall of Singapore;;;;;;;;;;;;;x;
fall_of_singapore_desc;Singapore has fallen.;;;;;;;;;;;;;x;
fall_of_hong_kong_title;The fall of Hong Kong;;;;;;;;;;;;;x;
fall_of_hong_kong_desc;Hong Kong has fallen.;;;;;;;;;;;;;x;
fall_of_vladivostok_title;The fall of Vladivostok;;;;;;;;;;;;;x;
fall_of_vladivostok_desc;Vladivostok has fallen.;;;;;;;;;;;;;x;
end_of_sov_ger_trade_title;End of the Soviet-German Cooperation;;;;;;;;;;;;;x;
end_of_sov_ger_trade_desc;With the War between Fascism and Communism, there will no longer be any trade between the Soviet Union and the German Reich.;;;;;;;;;;;;;x;
indonesia_released_title;The release of Indonesia;;;;;;;;;;;;;x;
indonesia_released_desc;After hundreds of years of Dutch rule, Indonesia is now released as an independent state.;;;;;;;;;;;;;x;
the_netherlands_capitulates_title;Dutch capitulation;;;;;;;;;;;;;x;
the_netherlands_capitulates_desc;With all of their homeland captured, the Dutch were forced to capitulate.;;;;;;;;;;;;;x;
resistance_is_futile_title;Resistance is useless;;;;;;;;;;;;;x;
resistance_is_futile_desc;We stand no chance against the might of the German Reich! We should put down our arms while we still can!...;;;;;;;;;;;;;x;
belgium_capitulates_title;Belgian capitulation;;;;;;;;;;;;;x;
belgium_capitulates_desc;With all of their homeland captured, the Belgians were forced to capitulate.;;;;;;;;;;;;;x;
bow_to_soviet_demands_title;Give in to Soviet demands;;;;;;;;;;;;;x;
bow_to_soviet_demands_desc;We can't really hope to win against the Soviets. We should give in to their demands while we still can!;;;;;;;;;;;;;x;
forge_the_unified_front_title;Forge the Unified Front;;;;;;;;;;;;;x;
forge_the_unified_front_desc;With China under attack, we should put aside our differences and forge a unified front against the invaders!;;;;;;;;;;;;;x;
join_the_unified_front_title;Join the Unified Front;;;;;;;;;;;;;x;
join_the_unified_front_desc;China is at war with Japan. The Kuomintang government proposed to set aside our differences to be able to face the common threat together.;;;;;;;;;;;;;x;
join_the_unified_front_cyn_title;Join the Unified Front;;;;;;;;;;;;;x;
join_the_unified_front_cyn_desc;China is at war with Japan. The Kuomintang government proposed to set aside our differences to be able to face the common threat together.;;;;;;;;;;;;;x;
join_the_unified_front_chc_title;Join the Unified Front;;;;;;;;;;;;;x;
join_the_unified_front_chc_desc;China is at war with Japan. The Kuomintang government proposed to set aside our differences to be able to face the common threat together.;;;;;;;;;;;;;x;
join_the_unified_front_man_title;Join the Unified Front;;;;;;;;;;;;;x;
join_the_unified_front_man_desc;China is at war with Japan. If we were to join the Kuomintang's alliance we would be able to fight for our freedom.;;;;;;;;;;;;;x;
monroe_doctrine_title;Initiating the Monroe Doctrine;;;;;;;;;;;;;x;
monroe_doctrine_desc;Initiating the Monroe Doctrine would mean that we would focus our efforts on improving our own economy instead of meddling in the affairs of Europe.;;;;;;;;;;;;;x;
the_commonwealth_of_nations_title;The Commonwealth of Nations;;;;;;;;;;;;;x;
the_commonwealth_of_nations_desc;The Commonwealth of Nations is what remains of the British Empire. Independent nations, keeping close relations.;;;;;;;;;;;;;x;
buffer_zone_title;Prepare for war in China;;;;;;;;;;;;;x;
buffer_zone_desc;In preparation for our war in China, we should start building up stockpiles and troops in the South-Western part of Manchuria. First, we should take direct control of some of that land.;;;;;;;;;;;;;x;
republican_call_to_arms_1_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_1_desc;Almost the entire army has taken up arms against the rightful government. We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_2_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_2_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_3_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_3_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_4_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_4_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_5_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_5_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_6_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_6_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_7_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_7_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_8_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_8_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_9_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_9_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
republican_call_to_arms_10_title;Spanish Civil War - A Republican Call to Arms!;;;;;;;;;;;;;x;
republican_call_to_arms_10_desc;Almost the entire army has taken up arms against the rightful government! We need to gather forces to counter the fascist threat!;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_spr_title;Spanish Civil War - Support the Republicans!;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_spr_desc;Even though we don't have enough political power to intervene directly, we could send arms and supplies to help the rightful government of Spain.;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_full_spr_title;Spanish Civil War - Fully Support the Republicans!;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_full_spr_desc;With enough political power, we could send armed volunteers and supplies we send to help the rightful government of Spain.;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_spa_title;Spanish Civil War - Support the Nationalists!;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_spa_desc;Even though we don't have enough political power to intervene directly, we could send some weapons and supplies to help crush the communist movement in Spain.;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_full_spa_title;Spanish Civil War - Fully Support the Nationalists!;;;;;;;;;;;;;x;
spanish_civil_war_french_intervention_full_spa_desc;With enough political power, we could send armed volunteers and supplies to help crush the communist movement in Spain.;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_spr_title;Spanish Civil War - Support the Republicans!;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_spr_desc;Even though we don't have enough political power to intervene directly, we could send arms and supplies to help the rightful government of Spain.;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_full_spr_title;Spanish Civil War - Fully Support the Republicans!;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_full_spr_desc;With enough political power, we could send volunteers with weapons and supplies we send to help the rightfully elected government of Spain.;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_spa_title;Spanish Civil War - Support the Nationalists!;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_spa_desc;Even though we don't have enough political power to intervene directly, we could send arms and supplies to help crush the communist movement in Spain.;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_full_spa_title;Spanish Civil War - Fully Support the Nationalists!;;;;;;;;;;;;;x;
spanish_civil_war_british_intervention_full_spa_desc;With enough political power, we could send armed volunteers and supplies to help crush the communist movement in Spain.;;;;;;;;;;;;;x;
help_for_china_title;Help for China;;;;;;;;;;;;;x;
help_for_china_desc;Letting China fall would put Japan as the primary force in Asia. We cannot allow that. We could send them some material through our holdings in Burma.;;;;;;;;;;;;;x;
call_in_the_commonwealth_title;Call in the Commonwealth!;;;;;;;;;;;;;x;
call_in_the_commonwealth_desc;In our war against tyranny, we need the help of the colonies. We should ask for their help!;;;;;;;;;;;;;x;
declare_war_on_germany_title;Declare War on Germany;;;;;;;;;;;;;x;
declare_war_on_germany_desc;In their war against German tyranny, the British Crown asked for our help! We should support them! This means war!;;;;;;;;;;;;;x;
declare_war_on_germany_SAF_title;War or Neutrality?;;;;;;;;;;;;;x;
declare_war_on_germany_SAF_desc;In their war against German tyranny, the British Crown asked for our help! Should we side with Britain or proclaim our neutrality?;;;;;;;;;;;;;x;
declare_war_south_africa_desc;When Adolf Hitler's forces attacked Poland on 1 September 1939, Britain declared war on Germany two days later. A short but furious debate unfolded in South Africa, especially in the halls of power in the Parliament of South Africa. It pitted those who sought to enter the war on Britain's side, led by Smuts, against those who wanted to keep South Africa neutral, if not pro-Axis, led by Hertzog.;;;;;;;;;;;;;x;
the_great_officer_purge_title;Start of the Great Officer Purge;;;;;;;;;;;;;x;
the_great_officer_purge_desc;The Communist Party is in turmoil and we can't let the chaos continue. We will need to purge the enemies of the workers as soon as possible, or it will lead to the ruin of the Motherland!;;;;;;;;;;;;;x;
great_patriotic_war_title;The Great Patriotic War;;;;;;;;;;;;;x;
great_patriotic_war_desc;We need to raise troops fast if we want to hold the invaders back!;;;;;;;;;;;;;x;
partition_of_yugoslavia_ita_title;Partition of Yugoslavia;;;;;;;;;;;;;x;
partition_of_yugoslavia_ita_desc;We have defeated Yugoslavia. Now it is time to split the spoils!;;;;;;;;;;;;;x;
partition_of_yugoslavia_hun_title;Partition of Yugoslavia;;;;;;;;;;;;;x;
partition_of_yugoslavia_hun_desc;We have defeated Yugoslavia. Now it is time to split the spoils!;;;;;;;;;;;;;x;
partition_of_yugoslavia_bul_title;Partition of Yugoslavia;;;;;;;;;;;;;x;
partition_of_yugoslavia_bul_desc;We have defeated Yugoslavia. Now it is time to split the spoils!;;;;;;;;;;;;;x;
partition_of_greece_bul_title;Partition of Greece;;;;;;;;;;;;;x;
partition_of_greece_bul_desc;We have defeated Greece. If we would give back Bulgaria her rightful territories, that would improve our relationship!;;;;;;;;;;;;;x;
leave_the_allies_after_uk_surrenders_title;Leave the UK;;;;;;;;;;;;;x;
leave_the_allies_after_uk_surrenders_desc;Now that the United Kingdom is defeated, we have the opportunity to break free of the oppression of the British Empire!;;;;;;;;;;;;;x;
forming_the_united_nations_title;Form the United Nations;;;;;;;;;;;;;x;
forming_the_united_nations_desc;After its entry into the War, the United States of America came up with the idea of the United Nations. The Declaration by United Nations, a document agreed to on January 1941 affirmed the signatories' perspective "that complete victory over their enemies is essential to defend life, liberty, independence and religious freedom, and to preserve human rights and justice in their own lands as well as in other lands, and that they are now engaged in a common struggle against savage and brutal forces seeking to subjugate the world" ;;;;;;;;;;;;;x;
the_war_is_escalating_title;The World War escalates;;;;;;;;;;;;;x;
the_war_is_escalating_desc;Until now, we were hoping that this conflict would go by and we could remain neutral, but it seems not to be the case. We will have to prepare ourselves to take part in this War after all.;;;;;;;;;;;;;x;
destroying_the_maginot_line_title;Destroying the Maginot Line;;;;;;;;;;;;;x;
destroying_the_maginot_line_desc;After the defeat of France, Hitler decided to destroy the dreaded fortifications of the Maginot Line.;;;;;;;;;;;;;x;
destroying_the_sudeten_line_title;Destroying the Sudeten Line;;;;;;;;;;;;;x;
destroying_the_sudeten_line_desc;After the capture of the Sudetenland, Hitler decided to destroy the fortifications of Czechoslovakia, as they no longer serve any purpose.;;;;;;;;;;;;;x;
anschluss_of_austria_intrigue_title;Anschluss through diplomacy (historical);Anschluss de l'Autriche;Der Anschluss Österreichs;;Anschluss' de Austria;;;;;;;;;x;
anschluss_of_austria_intrigue_desc;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor. In February, 1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgarden. Hitler demanded concessions for the Austrian Nazi Party. Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite on the independence of Austria. Adolf Hitler took this as an opportunity to take action against the Austrian State. Schuschnigg was pressed to resign. The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government. The Austrian National Socialists took power in Austria. On the morning of 12th March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border. On 13th March 1938, Hitler announced in Linz the legislation on the 'Anschluss' (Annexation) of Austria into the German Reich.;Les voix en faveur de l'unification (Anschluss) de l'Autriche et de l'Allemagne se font plus pressantes après la nomination d'Adolf Hitler comme chancelier allemand. En février 1938, Hitler convie Kurt von Schuschnigg, le chancelier autrichien, à une rencontre à Berchtesgaden. Hitler exige des mesures en faveur du Parti Nazi Autrichien. Schuschnigg refuse et le 9 mars 1938, il annonce la tenue d'un référendum sur l'indépendance de l'Autriche. Adolf Hitler saisit ce prétexte pour agir ouvertement contre l'État autrichien. Schuschnigg est contraint à démissionner. Le national socialiste Arthur Seyss-Inquart devient chancelier et forme un nouveau gouvernement. Les nazis autrichiens détiennent tous les pouvoirs en Autriche. Au petit matin du 12 mars 1938, les troupes de la Wehrmacht allemande et des SS franchissent la frontière germano-autrichienne. Le 13 mars 1938, Hitler proclame à Linz le rattachement (Anschluss) de l'Autriche au Reich allemand.;Nachdem Adolf Hitler deutscher Reichskanzler geworden war, nahmen die Forderungen nach dem Anschluss Österreichs an das Deutsche Reich zu. Im Februar 1938 lud Hitler den österreichischen Kanzler Kurt von Schuschnigg nach Berchtesgaden ein. Hitler verlangte Zugeständnisse für die österreichische Nazi-Partei, die Schuschnigg ausschlug und stattdessen am 9. März 1938 eine Volksabstimmung über die Unabhängigkeit Österreichs ankündigte. Dies nahm Adolf Hitler als Gelegenheit, gegen den österreichischen Staat vorzugehen und zwang Schuschnigg zum Rücktritt. Daraufhin übernahm der Nationalsozialist Arthur Seyss-Inquart das Kanzleramt und bildete eine neue, nationalsozialistische Regierung. Am 12. März 1938 überquerten Truppen der Wehrmacht und der SS die Grenze zu Österreich. Einen Tag später erklärte Hitler in Linz den rechtmäßigen Anschluss Österreichs ans Deutsche Reich.;;Las exigencias de la anexión (Anschluss) de Austria por parte de Alemania aumentaron después de que Adolf Hitler pasase a ser canciller de ésta. En febrero de 1938, Hitler invitó al canciller austriaco, Kurt von Schuschnigg, a reunirse con él en Berchtesgaden. Hitler le exigió concesiones para el partido nazi de Austria. Schuschnigg se las denegó y, el 9 de marzo de 1938, el canciller austriaco anunció un plebiscito sobre la independencia de Austria. Adolf Hitler se tomó esto como una oportunidad para emprender acciones contra el estado austriaco. Schuschnigg fue obligado a dimitir. El nacionalsocialista Arthur Seyss-Inquart pasó a ocupar el cargo de canciller y formó un nuevo gobierno. El partido nacionalsocialista austriaco llegó al poder en Austria. La mañana del 12 de marzo de 1938, las tropas alemanas de la Wehrmacht y las SS cruzaron la frontera germano-austriaca. El 13 de marzo de 1938, Hitler anunció en Linz la legislación de la 'Anschluss' (anexión) de Austria con el Reich alemán.;;;;;;;;;x;
anschluss_of_austria_force_title;Anschluss by force;Anschluss de l'Autriche;Der Anschluss Österreichs;;Anschluss' de Austria;;;;;;;;;x;
anschluss_of_austria_force_desc;Demands for the union (Anschluss) of Austria and Germany increased after Adolf Hitler became German Chancellor. In February, 1938, Hitler invited Kurt von Schuschnigg, the Austrian Chancellor, to meet him at Berchtesgarden. Hitler demanded concessions for the Austrian Nazi Party. Schuschnigg refused and on 9th March 1938, the Austrian Chancellor announced a plebiscite on the independence of Austria. Adolf Hitler took this as an opportunity to take action against the Austrian State. Schuschnigg was pressed to resign. The National Socialist Arthur Seyss-Inquart took over the chancellorship and formed a new government. The Austrian National Socialists took power in Austria. On the morning of 12th March 1938, troops of the German Wehrmacht and the SS crossed the German-Austrian border. On 13th March 1938, Hitler announced in Linz the legislation on the 'Anschluss' (Annexation) of Austria into the German Reich.;Les voix en faveur de l'unification (Anschluss) de l'Autriche et de l'Allemagne se font plus pressantes après la nomination d'Adolf Hitler comme chancelier allemand. En février 1938, Hitler convie Kurt von Schuschnigg, le chancelier autrichien, à une rencontre à Berchtesgaden. Hitler exige des mesures en faveur du Parti Nazi Autrichien. Schuschnigg refuse et le 9 mars 1938, il annonce la tenue d'un référendum sur l'indépendance de l'Autriche. Adolf Hitler saisit ce prétexte pour agir ouvertement contre l'État autrichien. Schuschnigg est contraint à démissionner. Le national socialiste Arthur Seyss-Inquart devient chancelier et forme un nouveau gouvernement. Les nazis autrichiens détiennent tous les pouvoirs en Autriche. Au petit matin du 12 mars 1938, les troupes de la Wehrmacht allemande et des SS franchissent la frontière germano-autrichienne. Le 13 mars 1938, Hitler proclame à Linz le rattachement (Anschluss) de l'Autriche au Reich allemand.;Nachdem Adolf Hitler deutscher Reichskanzler geworden war, nahmen die Forderungen nach dem Anschluss Österreichs an das Deutsche Reich zu. Im Februar 1938 lud Hitler den österreichischen Kanzler Kurt von Schuschnigg nach Berchtesgaden ein. Hitler verlangte Zugeständnisse für die österreichische Nazi-Partei, die Schuschnigg ausschlug und stattdessen am 9. März 1938 eine Volksabstimmung über die Unabhängigkeit Österreichs ankündigte. Dies nahm Adolf Hitler als Gelegenheit, gegen den österreichischen Staat vorzugehen und zwang Schuschnigg zum Rücktritt. Daraufhin übernahm der Nationalsozialist Arthur Seyss-Inquart das Kanzleramt und bildete eine neue, nationalsozialistische Regierung. Am 12. März 1938 überquerten Truppen der Wehrmacht und der SS die Grenze zu Österreich. Einen Tag später erklärte Hitler in Linz den rechtmäßigen Anschluss Österreichs ans Deutsche Reich.;;Las exigencias de la anexión (Anschluss) de Austria por parte de Alemania aumentaron después de que Adolf Hitler pasase a ser canciller de ésta. En febrero de 1938, Hitler invitó al canciller austriaco, Kurt von Schuschnigg, a reunirse con él en Berchtesgaden. Hitler le exigió concesiones para el partido nazi de Austria. Schuschnigg se las denegó y, el 9 de marzo de 1938, el canciller austriaco anunció un plebiscito sobre la independencia de Austria. Adolf Hitler se tomó esto como una oportunidad para emprender acciones contra el estado austriaco. Schuschnigg fue obligado a dimitir. El nacionalsocialista Arthur Seyss-Inquart pasó a ocupar el cargo de canciller y formó un nuevo gobierno. El partido nacionalsocialista austriaco llegó al poder en Austria. La mañana del 12 de marzo de 1938, las tropas alemanas de la Wehrmacht y las SS cruzaron la frontera germano-austriaca. El 13 de marzo de 1938, Hitler anunció en Linz la legislación de la 'Anschluss' (anexión) de Austria con el Reich alemán.;;;;;;;;;x;
the_lend_lease_stop_title;The Lend-Lease Act;La loi sur le prêt-bail;Das Leih- und Pachtgesetz;;La ley de préstamos y arriendos;;;;;;;;;x;
the_lend_lease_stop_desc;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II. The Lend-Lease Act, passed in 1941 by the U.S. Congress, gave the President power to sell, transfer, lend, or lease such war materials. The President was directed to set the terms for aid repayment to be ‘in kind or property, or any other direct or indirect benefit which the President deems satisfactory.’ Harry L. Hopkins was appointed  in Mar., 1941 to administer lend-lease. He was replaced in July of the same year by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941. In Sept.,1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley. In Sept., 1945, it was transferred to the Dept. of State. Lend-lease was originally intended for China and countries of the British Empire. In Nov., 1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid. Although not all requested or received it, lend-lease agreements were signed with numerous countries.;Les accords sur le prêt-bail concernent la livraison d'armements, de vivres, de machines-outils et de services aux nations dont la défense est considérée comme vitale pour la protection des intérêts des États-Unis d'Amérique pendant la seconde guerre mondiale. Le 'Lend-Lease Act' (loi sur le prêt-bail), adopté en 1941 par le Congrès américain, donne autorité au Président pour la vente, le transfert, le prêt ou la location financière de ravitaillements de guerre. Le Président a également tout pouvoir pour fixer les conditions des paiements de cette aide qui peut consister en 'toute sorte de biens, ou tout autre avantage direct ou indirect jugé satisfaisant par le Président'. Harry L. Hopkins est nommé en mars 1941 pour gérer le prêt-bail. Il est remplacé en juillet par Edward R. Stettinius, Jr., qui prend la direction du Bureau du Prêt-bail, organisme créé en octobre 1941. En septembre 1943 le prêt-bail est incorporé au Ministère des relations économiques internationales sous la direction de Leo T. Crowley. En septembre 1945 enfin, il passe sous la tutelle du Ministère des Affaires étrangères. Le prêt-bail est à l'origine destiné à venir en aide à la Chine et aux pays de l'Empire Britannique. En novembre 1941, l'Union Soviétique est ajoutée à la liste des pays bénéficiaires et, à la fin de la guerre, quasiment tous les alliés des États-Unis ont le droit de bénéficier de cette loi. Un très grand nombre d'alliés ont finalement bénéficié d'accords de prêt-bail, même si certains ne les ont pas réclamés ou ne les ont pas reçus.;Die Leih- und Pachtabkommen waren Vereinbarungen, Nationen, deren Verteidigung für die USA während des Zweiten Weltkriegs von höchster Bedeutung war, mit kriegswichtigem Nachschub zu versorgen, einschließlich Nahrung, Ausrüstung und Dienstleistungen. Das Leih- und Pachtgesetz wurde 1941 vom US-Kongress verabschiedet und gab dem Präsident die Erlaubnis, derartige Kriegsmaterialien zu verkaufen, transferieren, auszuleihen oder zu vermieten. Der Präsident wurde dazu angehalten, die Rückzahlungen für die amerikanische Hilfe auf Sachleistungen, Liegenschaften oder jede andere direkte oder indirekte Vergütung festzulegen, die ihm als zufrieden stellend erschienen. Harry L. Hopkins wurde im März 1941 mit der Organisation des Leih- und Pachtgeschäfts betraut. Im Juli desselben Jahres wurde er durch Edward R. Stettinius Jr. ersetzt, der schließlich auch der im Oktober 1941 eingerichteten Leih- und Pachtadministration vorstand. Im September 1943 wurde das Leih- und Pachtgeschäft in die Foreign Economic Administration unter Leo T. Crowley integriert, zwei Jahre später schließlich zum State Department transferiert. Das Leih- und Pachtgesetz war ursprünglich für China, Großbritannien und andere Commonwealthstaaten vorgesehen. Im November 1941 wurde die USSR in das Programm aufgenommen, und bei Kriegsende empfingen praktisch sämtliche Alliierten der USA Unterstützung im Rahmen des Leih- und Pachtgesetzes, doch nicht alle der zahlreichen Länder, die dementsprechende Abkommen unterzeichnet hatten, benötigten diese Hilfe auch oder erhielten sie tatsächlich.;;Fue una serie de acuerdos para la transferencia de suministros de guerra, a países cuya defensa se consideraba vital para el bienestar de los EEUU durante la II Guerra Mundial. Aprobada en 1941 por el Congreso de los EEUU, dio poderes al presidente para vender, transferir, prestar o arrendar material bélico. Se encargó al presidente que fijara los términos del pago de la ayuda 'en especie o bienes, o cualquier otro beneficio directo o indirecto que el presidente considere satisfactorio'. En marzo de 1941, Harry L. Hopkins fue nombrado administrador de préstamos y arriendos. En julio fue sustituido por Edward R. Stettinius, Jr., que pasó a encabezar la Oficina de Administración de Préstamos y Arriendos, fundada en octubre de 1941. En septiembre de 1943, fueron incorporados a la Administración Económica de Exterior, al mando de Leo T. Crowley. En septiembre de 15 fue transferido al Ministerio de Asuntos Exteriores. En un principio, fueron pensados para China y los países del Imperio Británico. En noviembre de 1941 se incluyó a la URSS y, para el final de la guerra, prácticamente todos los aliados de los EEUU cumplían los requisitos necesarios para recibirlos. Aunque no todos lo solicitaron o lo recibieron, se firmaron acuerdos con numerosos países.;;;;;;;;;x;
helping_italy_in_greece_title;Helping Italy in Greece;;;;;;;;;;;;;x;
helping_italy_in_greece_desc;Italy is fighting a losing war in Greece. We need to help them, if we want to have strong allies in Europe! Nor can we leave our southern flank unguarded!;;;;;;;;;;;;;x;
operation_barbarossa_title;Operation Barbarossa;;;;;;;;;;;;;x;
operation_barbarossa_desc;Now is the perfect time to start our attack on the Soviet Union!;;;;;;;;;;;;;x;
operation_countenance_title;Operation Countenance;;;;;;;;;;;;;x;
operation_countenance_desc;The Anglo-Soviet invasion of Iran was the Allied invasion of the Imperial State of Iran during World War II by British, Commonwealth, and Soviet armed forces. The invasion from August 25 to September 17, 1941 was codenamed Operation Countenance. The purpose was to secure Iranian oil fields and ensure Allied supply lines for the Soviets fighting against Axis forces on the Eastern Front. Though Iran was officially neutral, its monarch was friendly toward the Axis Powers: he was deposed during the subsequent occupation and replaced with his young son.;;;;;;;;;;;;;x;
restore_national_socialist_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_national_socialist_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_fascistic_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_fascistic_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_paternal_autocrat_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_paternal_autocrat_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_social_conservative_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_social_conservative_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_market_liberal_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_market_liberal_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_social_democrat_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_social_democrat_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_docial_liberal_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_docial_liberal_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_left_wing_radical_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_left_wing_radical_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_leninist_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_leninist_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
restore_stalinist_gov_title;The Crisis is over;;;;;;;;;;;;;x;
restore_stalinist_gov_desc;With order restored, we can now (re-)establish our prefered government.;;;;;;;;;;;;;x;
fascism_elected_title;The new government is established;;;;;;;;;;;;;x;
fascism_elected_desc;We have established our new autocratic government. It's time to restore order!;;;;;;;;;;;;;x;
socialism_elected_title;The new government is established;;;;;;;;;;;;;x;
socialism_elected_desc;We have established our new socialist government. It's time to free the workers!;;;;;;;;;;;;;x;
democracy_elected_title;The new government is established;;;;;;;;;;;;;x;
democracy_elected_desc;We have established our new democratic government. It's time to get back to work!;;;;;;;;;;;;;x;
consolidating_fascist_regime_title;Install the new regime;;;;;;;;;;;;;x;
consolidating_fascist_regime_desc;We have to accommodate the new order. The first step is to organise a new autocratic regime that will serve our Overlord, and our nation better.;;;;;;;;;;;;;x;
consolidating_socialist_regime_title;Install the new regime;;;;;;;;;;;;;x;
consolidating_socialist_regime_desc;We have to accommodate the new order. The first step is to organise a new socialist regime that will serve our Overlord, and our nation better.;;;;;;;;;;;;;x;
consolidating_democratic_regime_title;Install the new regime;;;;;;;;;;;;;x;
consolidating_democratic_regime_desc;We have to accommodate the new order. The first step is to organise a new democratic regime that will serve our Overlord, and our nation better.;;;;;;;;;;;;;x;
fascist_puppet_title;Order has been restored;;;;;;;;;;;;;x;
fascist_puppet_desc;Now that we have finally restored order, things can return to normal.;;;;;;;;;;;;;x;
socialist_puppet_title;Order has been restored;;;;;;;;;;;;;x;
